learner_id,learner_name,birthdate,sex,municipality,school,age
LRN-0699,Carlos Bautista,2013-01-28,M,Pasig,Mabini Academy,7
LRN-0700,Lisa Aquino,2013-07-01,F,Manila,Mabini Academy,14
LRN-0701,Lisa Mendoza,2005-05-08,M,Manila,Bonifacio High School,7
LRN-0702,carlos santos,29/06/2007,m,Davao City,Davao National High,15
LRN-0703,jose aquino,13/10/2006,m,Davao City,Cebu Central School,7
LRN-0704,rosa aquino,25/07/2009,f,Manila,Rizal Elementary School,12
LRN-0705,Jose Dela Cruz,2015-03-27,F,Makati,Mabini Academy,13
LRN-0706,Carlos Lopez,2006-12-23,F,Pasig,Quezon Science High,5
LRN-0707,Rosa Reyes,2011-07-09,M,Makati,Rizal Elementary School,7
LRN-0708,Rosa Mendoza,2013-04-24,M,Manila,Davao National High,12
LRN-0709,juan wong,28/07/2005,m,Quezon City,Cebu Central School,13
LRN-0710,Juan Villanueva,2012-08-18,M,Taguig,Cebu Central School,5
LRN-0711,Lisa Dela Cruz,2010-08-23,M,Manila,Davao National High,9
LRN-0712,Pedro Garcia,2013-12-12,F,Quezon City,Cebu Central School,15
LRN-0713,Jose Mendoza,2014-04-29,M,Taguig,Davao National High,7
LRN-0714,elena aquino,12/08/2006,Unknown,Manila,Cebu Central School,16
LRN-0715,carlos santos,16/09/2014,Unknown,Taguig,Mabini Academy,12
LRN-0716,Rosa Dela Cruz,2006-03-02,M,Pasig,Quezon Science High,7
LRN-0717,Elena Mendoza,2014-10-30,M,Manila,Mabini Academy,7
LRN-0718,Lisa Dela Cruz,2011-12-31,M,Makati,Quezon Science High,15
LRN-0719,Pedro Garcia,2015-02-09,M,Taguig,Davao National High,16
LRN-0720,Elena Reyes,2005-06-24,F,Pasig,Bonifacio High School,18
LRN-0721,Maria Aquino,2005-04-13,F,Taguig,Quezon Science High,18
LRN-0722,Ana Dela Cruz,2015-11-11,M,Pasig,Cebu Central School,17
LRN-0723,Rosa Bautista,2011-03-06,M,Davao City,Rizal Elementary School,13
LRN-0724,Elena Wong,2013-07-16,F,Davao City,Rizal Elementary School,9
LRN-0725,Maria Villanueva,2006-05-01,F,Quezon City,Davao National High,9
LRN-0726,Jose Villanueva,2012-05-23,F,Pasig,Rizal Elementary School,13
LRN-0727,Carlos Garcia,2015-11-04,M,Taguig,Mabini Academy,17
LRN-0728,Jose Mendoza,2011-02-22,F,Manila,Cebu Central School,17
LRN-0729,Lisa Santos,2012-09-13,M,Makati,Rizal Elementary School,16
LRN-0730,Jose Wong,2006-12-26,F,Quezon City,Mabini Academy,15
LRN-0731,Pedro Reyes,2009-05-21,M,Cebu City,Quezon Science High,8
LRN-0732,Rosa Santos,2007-10-01,F,Taguig,Davao National High,11
LRN-0733,Juan Wong,2006-06-09,F,Pasig,Cebu Central School,8
LRN-0734,Lisa Santos,2005-03-13,M,Cebu City,Cebu Central School,17
LRN-0735,Lisa Santos,2012-07-26,F,Quezon City,Cebu Central School,17
LRN-0736,Carlos Garcia,2014-08-08,M,Quezon City,Cebu Central School,12
LRN-0737,  maria bautista  ,Invalid Date,f,Nowhere,Davao National High,9
LRN-0738,Elena Lopez,2010-11-26,F,Makati,Davao National High,6
LRN-0739,Maria Santos,2014-01-11,M,Makati,Rizal Elementary School,18
LRN-0740,Jose Wong,2010-08-10,M,Pasig,Bonifacio High School,15
LRN-0741,Carlos Garcia,2005-06-14,F,Pasig,Bonifacio High School,9
LRN-0742,Ana Santos,2009-11-07,M,Cebu City,Cebu Central School,7
LRN-0743,Elena Reyes,2007-11-02,F,Pasig,Cebu Central School,9
LRN-0744,Pedro Santos,2008-04-21,F,Davao City,Bonifacio High School,14
LRN-0745,Jose Mendoza,2013-07-29,F,Manila,Mabini Academy,13
LRN-0746,Pedro Villanueva,2005-01-22,F,Quezon City,Bonifacio High School,6
LRN-0747,Elena Mendoza,2012-08-31,F,Pasig,Rizal Elementary School,11
LRN-0748,Lisa Reyes,2015-12-04,F,Makati,Rizal Elementary School,5
LRN-0749,Juan Villanueva,2010-11-06,M,Manila,Rizal Elementary School,10
LRN-0750,Maria Dela Cruz,2006-08-03,M,Pasig,Quezon Science High,11
LRN-0751,Juan Wong,2009-11-21,F,Manila,Quezon Science High,18
LRN-0752,Antonio Mendoza,2005-12-27,M,Manila,Rizal Elementary School,15
LRN-0753,carlos bautista,20/05/2014,M,Taguig,Davao National High,11
LRN-0754,Jose Aquino,2006-12-22,F,Davao City,Quezon Science High,12
LRN-0755,Lisa Wong,2007-05-19,M,Taguig,Quezon Science High,5
LRN-0756,Juan Bautista,2005-03-13,F,Cebu City,Bonifacio High School,12
LRN-0757,maria wong,12/01/2012,M,Manila,Cebu Central School,14
LRN-0758,Jose Villanueva,2011-07-30,M,Makati,Davao National High,11
LRN-0759,Rosa Dela Cruz,2014-08-23,F,Davao City,Bonifacio High School,14
LRN-0760,Pedro Wong,2007-03-04,M,Davao City,Cebu Central School,12
LRN-0761,Jose Lopez,2012-08-10,F,Taguig,Davao National High,10
LRN-0762,Lisa Wong,2009-07-14,M,Makati,Bonifacio High School,13
LRN-0763,Pedro Garcia,2007-09-17,M,Davao City,Davao National High,6
LRN-0764,Antonio Santos,2010-07-27,M,Quezon City,Quezon Science High,11
LRN-0765,Pedro Wong,2013-06-19,M,Quezon City,Davao National High,8
LRN-0766,Juan Reyes,2008-06-27,M,Cebu City,Davao National High,8
LRN-0767,Carlos Reyes,2005-07-19,F,Pasig,Bonifacio High School,7
LRN-0768,Carlos Mendoza,2009-09-06,M,Davao City,Rizal Elementary School,14
LRN-0769,Elena Garcia,2008-01-11,F,Manila,Cebu Central School,6
LRN-0770,Carlos Santos,2005-01-18,M,Manila,Bonifacio High School,9
LRN-0771,Lisa Santos,2008-10-27,F,Taguig,Rizal Elementary School,17
LRN-0772,antonio dela cruz,22/12/2007,m,Taguig,Quezon Science High,7
LRN-0773,  maria aquino  ,Invalid Date,X,Nowhere,Davao National High,16
LRN-0774,antonio reyes,13/12/2014,F,Makati,Bonifacio High School,9
LRN-0578,Elena Villanueva,2012-07-24,F,Taguig,Bonifacio High School,14
LRN-0776,Rosa Dela Cruz,2006-12-21,M,Manila,Bonifacio High School,14
LRN-0777,Jose Dela Cruz,2007-07-30,F,Cebu City,Mabini Academy,7
LRN-0778,Carlos Dela Cruz,2006-10-05,M,Quezon City,Cebu Central School,7
LRN-0779,Carlos Aquino,2005-12-20,F,Pasig,Mabini Academy,17
LRN-0780,Maria Bautista,2013-06-05,F,Quezon City,Cebu Central School,8
LRN-0781,Elena Lopez,2012-10-20,F,Davao City,Cebu Central School,13
LRN-0782,Carlos Aquino,2005-09-29,F,Manila,Bonifacio High School,11
LRN-0783,Pedro Villanueva,2006-02-22,F,Taguig,Bonifacio High School,5
LRN-0784,Juan Bautista,2014-08-20,M,Cebu City,Cebu Central School,11
LRN-0785,Elena Dela Cruz,2014-01-15,M,Cebu City,Rizal Elementary School,17
LRN-0786,Juan Dela Cruz,2013-08-07,F,Quezon City,Quezon Science High,17
LRN-0787,Lisa Dela Cruz,2015-05-09,F,Manila,Cebu Central School,12
LRN-0649,Pedro Lopez,2014-12-22,F,Taguig,Bonifacio High School,5
LRN-0789,Carlos Wong,2013-01-12,M,Quezon City,Davao National High,18
LRN-0790,Jose Villanueva,2008-02-10,M,Davao City,Cebu Central School,9
LRN-0791,Juan Lopez,2010-05-06,M,Taguig,Cebu Central School,6
LRN-0792,Maria Wong,2009-08-07,M,Manila,Cebu Central School,16
LRN-0793,Carlos Lopez,2010-10-31,F,Davao City,Cebu Central School,11
LRN-0794,Ana Lopez,2006-07-21,M,Davao City,Cebu Central School,8
LRN-0795,Rosa Wong,2008-09-26,M,Pasig,Rizal Elementary School,14
LRN-0796,Antonio Garcia,2013-11-04,F,Makati,Rizal Elementary School,13
LRN-0797,Maria Bautista,2006-03-28,F,Cebu City,Cebu Central School,17
LRN-0798,Ana Villanueva,2015-10-07,F,Makati,Cebu Central School,5
LRN-0799,lisa wong,10/09/2005,X,Makati,Cebu Central School,5
LRN-0800,Ana Lopez,2009-10-12,F,Manila,Mabini Academy,8
LRN-0801,Ana Reyes,2013-12-14,F,Manila,Bonifacio High School,9
LRN-0802,Carlos Bautista,2012-01-21,M,Taguig,Cebu Central School,10
LRN-0803,Antonio Mendoza,2010-05-28,M,Manila,Davao National High,12
LRN-0804,Antonio Wong,2007-08-20,F,Quezon City,Bonifacio High School,10
LRN-0805,Juan Reyes,2013-07-11,M,Quezon City,Rizal Elementary School,16
LRN-0806,Carlos Dela Cruz,2011-04-30,M,Davao City,Mabini Academy,11
LRN-0807,Pedro Villanueva,2006-10-23,M,Quezon City,Mabini Academy,18
LRN-0808,Carlos Dela Cruz,2015-07-17,M,Cebu City,Mabini Academy,15
LRN-0809,Maria Reyes,2012-03-20,M,Quezon City,Quezon Science High,11
LRN-0810,Lisa Villanueva,2015-05-01,M,Manila,Mabini Academy,15
LRN-0811,Pedro Wong,2005-05-20,F,Cebu City,Quezon Science High,18
LRN-0812,Pedro Bautista,2009-06-23,F,Manila,Cebu Central School,15
LRN-0813,Ana Santos,2005-05-21,F,Cebu City,Quezon Science High,18
LRN-0814,Rosa Aquino,2010-03-12,F,Makati,Bonifacio High School,5
LRN-0815,Jose Lopez,2012-06-09,M,Makati,Quezon Science High,8
LRN-0816,Ana Mendoza,2013-11-12,F,Quezon City,Quezon Science High,18
LRN-0817,Ana Aquino,2010-01-17,F,Quezon City,Quezon Science High,7
LRN-0818,Maria Aquino,2013-11-15,F,Davao City,Mabini Academy,14
LRN-0819,Carlos Garcia,2015-09-25,M,Cebu City,Davao National High,6
LRN-0820,Carlos Lopez,2008-05-30,F,Quezon City,Davao National High,6
LRN-0821,Pedro Bautista,2006-11-08,F,Manila,Davao National High,17
LRN-0822,Elena Dela Cruz,2015-12-13,F,Quezon City,Rizal Elementary School,12
LRN-0823,Ana Dela Cruz,2006-02-04,F,Quezon City,Davao National High,7
LRN-0824,Pedro Aquino,2015-02-13,M,Manila,Quezon Science High,10
LRN-0825,lisa reyes,16/02/2011,X,Manila,Rizal Elementary School,7
LRN-0826,Pedro Bautista,2015-01-22,F,Quezon City,Mabini Academy,12
LRN-0827,Pedro Dela Cruz,2013-08-02,M,Manila,Rizal Elementary School,14
LRN-0828,lisa bautista,22/07/2007,M,Pasig,Cebu Central School,12
LRN-0829,Elena Reyes,2007-12-31,M,Manila,Rizal Elementary School,15
LRN-0830,Juan Bautista,2007-03-13,F,Quezon City,Mabini Academy,5
LRN-0831,Elena Mendoza,2008-07-07,M,Manila,Bonifacio High School,16
LRN-0832,maria garcia,09/04/2009,f,Taguig,Cebu Central School,9
LRN-0833,Carlos Bautista,2008-07-16,F,Makati,Bonifacio High School,15
LRN-0834,Jose Aquino,2011-04-15,M,Quezon City,Bonifacio High School,9
LRN-0835,Lisa Lopez,2007-03-07,M,Quezon City,Rizal Elementary School,10
LRN-0836,pedro garcia,19/12/2015,m,Cebu City,Davao National High,15
LRN-0837,Maria Bautista,2015-06-12,M,Quezon City,Cebu Central School,11
LRN-0838,Elena Reyes,2013-09-18,F,Taguig,Quezon Science High,12
LRN-0839,Ana Garcia,2015-09-11,F,Quezon City,Quezon Science High,17
LRN-0840,Elena Garcia,2007-07-06,F,Manila,Cebu Central School,16
LRN-0841,Carlos Mendoza,2015-11-09,M,Davao City,Rizal Elementary School,6
LRN-0842,Pedro Wong,2011-01-09,M,Makati,Davao National High,16
LRN-0843,Ana Wong,2006-07-20,M,Pasig,Davao National High,5
LRN-0844,Elena Dela Cruz,2009-05-24,F,Pasig,Quezon Science High,11
LRN-0845,Ana Aquino,2013-08-31,M,Makati,Rizal Elementary School,17
LRN-0846,Maria Bautista,2013-05-11,M,Quezon City,Davao National High,7
LRN-0847,Lisa Wong,2010-12-19,M,Makati,Cebu Central School,14
LRN-0848,Antonio Reyes,2012-08-24,F,Cebu City,Bonifacio High School,7
LRN-0849,Elena Garcia,2012-03-06,F,Pasig,Mabini Academy,10
LRN-0850,Rosa Garcia,2008-06-02,F,Davao City,Bonifacio High School,17
LRN-0851,Carlos Lopez,2006-03-03,F,Davao City,Quezon Science High,5
LRN-0852,Pedro Santos,2013-10-12,M,Manila,Mabini Academy,9
LRN-0853,Carlos Santos,2013-01-12,M,Taguig,Davao National High,7
LRN-0854,Ana Bautista,2010-03-03,F,Manila,Rizal Elementary School,6
LRN-0855,Carlos Aquino,2011-10-23,M,Makati,Cebu Central School,14
LRN-0856,Ana Garcia,2009-12-16,F,Pasig,Quezon Science High,16
LRN-0857,Juan Reyes,2006-06-18,F,Makati,Bonifacio High School,16
LRN-0858,Lisa Bautista,2014-07-11,F,Pasig,Davao National High,18
LRN-0286,Maria Mendoza,2005-03-15,F,Pasig,Davao National High,10
LRN-0860,Antonio Bautista,2012-04-24,M,Pasig,Cebu Central School,18
LRN-0861,Jose Dela Cruz,2007-09-21,F,Cebu City,Davao National High,17
LRN-0862,Maria Aquino,2006-10-02,F,Manila,Bonifacio High School,9
LRN-0863,juan wong,26/11/2010,m,Quezon City,Cebu Central School,17
LRN-0864,pedro dela cruz,17/05/2013,m,Manila,Mabini Academy,5
LRN-0865,Carlos Mendoza,2013-08-14,F,Manila,Mabini Academy,13
LRN-0866,Ana Lopez,2010-07-29,F,Pasig,Davao National High,5
LRN-0867,Maria Aquino,2010-03-05,F,Cebu City,Rizal Elementary School,6
LRN-0868,Maria Bautista,2014-10-14,M,Quezon City,Quezon Science High,6
LRN-0869,Elena Santos,2007-07-19,M,Quezon City,Davao National High,17
LRN-0870,Antonio Garcia,2006-08-14,F,Makati,Quezon Science High,18
LRN-0871,Antonio Garcia,2013-07-04,F,Quezon City,Quezon Science High,10
LRN-0872,Ana Reyes,2014-10-08,M,Makati,Rizal Elementary School,7
LRN-0873,Elena Bautista,2010-08-15,F,Manila,Mabini Academy,6
LRN-0874,Elena Aquino,2007-12-12,F,Cebu City,Bonifacio High School,13
LRN-0875,Carlos Mendoza,2006-03-29,M,Makati,Mabini Academy,16
LRN-0876,Elena Aquino,2015-10-25,F,Taguig,Davao National High,17
LRN-0877,Jose Wong,2009-02-13,M,Taguig,Quezon Science High,6
LRN-0878,Carlos Mendoza,2012-01-14,M,Manila,Rizal Elementary School,5
LRN-0879,Carlos Villanueva,2012-05-24,M,Pasig,Cebu Central School,15
LRN-0880,Elena Reyes,2006-09-15,F,Pasig,Bonifacio High School,11
LRN-0881,Ana Lopez,2015-10-16,F,Makati,Mabini Academy,14
LRN-0882,Carlos Aquino,2010-12-11,F,Cebu City,Bonifacio High School,17
LRN-0883,Carlos Aquino,2013-12-16,M,Pasig,Bonifacio High School,12
LRN-0884,Pedro Villanueva,2006-07-21,F,Cebu City,Rizal Elementary School,15
LRN-0885,Lisa Dela Cruz,2010-03-25,M,Cebu City,Rizal Elementary School,13
LRN-0886,Maria Wong,2009-09-03,M,Manila,Cebu Central School,14
LRN-0887,Lisa Garcia,2011-11-23,M,Taguig,Rizal Elementary School,7
LRN-0888,Juan Santos,2015-02-09,F,Manila,Rizal Elementary School,7
LRN-0889,Antonio Villanueva,2015-12-14,M,Davao City,Bonifacio High School,9
LRN-0890,Ana Santos,2012-05-24,M,Quezon City,Mabini Academy,12
LRN-0891,antonio reyes,22/10/2009,M,Quezon City,Mabini Academy,18
LRN-0892,Elena Mendoza,2009-08-11,M,Quezon City,Cebu Central School,10
LRN-0893,Jose Garcia,2015-08-22,F,Pasig,Quezon Science High,5
LRN-0894,Lisa Villanueva,2007-08-17,M,Davao City,Mabini Academy,10
LRN-0895,Rosa Mendoza,2006-08-25,F,Pasig,Rizal Elementary School,7
LRN-0896,Juan Reyes,2013-12-19,F,Pasig,Bonifacio High School,10
LRN-0897,Rosa Villanueva,2013-07-17,F,Pasig,Cebu Central School,12
LRN-0898,Ana Santos,2012-11-24,M,Makati,Cebu Central School,12
LRN-0899,Juan Aquino,2006-02-25,F,Cebu City,Quezon Science High,13
LRN-0900,Rosa Bautista,2013-10-25,F,Taguig,Bonifacio High School,11
LRN-0901,Juan Lopez,2013-05-12,F,Makati,Rizal Elementary School,6
LRN-0902,Juan Santos,2007-12-01,F,Taguig,Quezon Science High,16
LRN-0903,Juan Santos,2012-09-19,M,Manila,Davao National High,13
LRN-0904,Jose Villanueva,2006-02-16,M,Quezon City,Mabini Academy,7
LRN-0905,Maria Reyes,2006-12-21,M,Davao City,Bonifacio High School,5
LRN-0906,Elena Villanueva,2006-10-07,M,Pasig,Mabini Academy,9
LRN-0907,Rosa Garcia,2006-01-11,F,Taguig,Davao National High,14
LRN-0908,Carlos Garcia,2009-10-14,M,Cebu City,Quezon Science High,9
LRN-0909,Jose Wong,2014-04-27,M,Davao City,Rizal Elementary School,9
LRN-0910,Carlos Villanueva,2006-01-19,F,Makati,Cebu Central School,7
LRN-0911,Juan Mendoza,2012-09-20,F,Makati,Davao National High,9
LRN-0912,Ana Villanueva,2010-12-18,F,Manila,Davao National High,9
LRN-0913,Lisa Villanueva,2007-09-27,F,Davao City,Mabini Academy,6
LRN-0914,elena dela cruz,25/06/2013,m,Cebu City,Bonifacio High School,14
LRN-0915,Antonio Dela Cruz,2010-03-12,F,Cebu City,Mabini Academy,15
LRN-0916,Jose Lopez,2010-12-13,F,Cebu City,Davao National High,11
LRN-0917,Antonio Mendoza,2011-12-15,M,Pasig,Quezon Science High,6
LRN-0918,Lisa Santos,2012-08-09,M,Quezon City,Mabini Academy,18
LRN-0919,Antonio Villanueva,2015-06-23,F,Makati,Bonifacio High School,8
LRN-0920,Jose Villanueva,2014-03-20,M,Davao City,Davao National High,5
LRN-0921,Lisa Lopez,2006-02-24,M,Taguig,Bonifacio High School,12
LRN-0922,Maria Mendoza,2011-04-13,M,Manila,Rizal Elementary School,16
LRN-0923,Ana Lopez,2013-10-09,F,Davao City,Mabini Academy,10
LRN-0924,Jose Wong,2006-07-18,F,Cebu City,Cebu Central School,7
LRN-0925,Juan Villanueva,2011-07-02,F,Manila,Davao National High,12
LRN-0926,Antonio Santos,2006-11-16,F,Makati,Quezon Science High,18
LRN-0927,Jose Dela Cruz,2015-09-10,F,Manila,Mabini Academy,13
LRN-0928,Pedro Garcia,2011-09-09,M,Makati,Mabini Academy,15
LRN-0929,Pedro Wong,2008-07-25,F,Quezon City,Bonifacio High School,10
LRN-0930,Jose Villanueva,2015-11-14,M,Manila,Cebu Central School,11
LRN-0931,Elena Lopez,2011-08-14,F,Taguig,Rizal Elementary School,9
LRN-0932,Jose Wong,2010-09-02,M,Taguig,Cebu Central School,6
LRN-0933,Jose Garcia,2012-02-13,F,Davao City,Rizal Elementary School,18
LRN-0934,Lisa Mendoza,2013-08-19,M,Makati,Rizal Elementary School,8
LRN-0935,Maria Dela Cruz,2009-02-01,F,Davao City,Cebu Central School,12
LRN-0936,Lisa Villanueva,2015-07-11,M,Makati,Bonifacio High School,18
LRN-0937,Maria Santos,2015-01-26,F,Makati,Bonifacio High School,13
LRN-0938,Juan Villanueva,2015-12-07,M,Pasig,Quezon Science High,13
LRN-0939,Rosa Bautista,2009-09-29,M,Manila,Quezon Science High,14
LRN-0940,Elena Garcia,2012-04-27,M,Cebu City,Rizal Elementary School,8
LRN-0941,Antonio Dela Cruz,2015-04-03,F,Taguig,Quezon Science High,7
LRN-0942,Lisa Reyes,2009-01-27,F,Davao City,Mabini Academy,13
LRN-0943,Juan Lopez,2007-09-16,M,Pasig,Davao National High,6
LRN-0944,Rosa Dela Cruz,2010-11-29,M,Quezon City,Davao National High,13
LRN-0945,Maria Aquino,2006-06-20,F,Manila,Cebu Central School,16
LRN-0946,Carlos Bautista,2014-12-12,F,Makati,Quezon Science High,10
LRN-0197,maria villanueva,21/11/2011,F,Pasig,Rizal Elementary School,10
LRN-0948,Maria Reyes,2012-08-17,M,Makati,Mabini Academy,14
LRN-0949,Ana Wong,2014-04-09,F,Cebu City,Bonifacio High School,8
LRN-0950,rosa mendoza,28/04/2015,Unknown,Manila,Davao National High,18
LRN-0951,Antonio Garcia,2007-12-02,M,Taguig,Quezon Science High,17
LRN-0952,Rosa Garcia,2015-10-24,M,Makati,Mabini Academy,14
LRN-0953,Juan Wong,2008-05-28,M,Davao City,Quezon Science High,13
LRN-0954,Jose Mendoza,2012-02-04,F,Quezon City,Quezon Science High,14
LRN-0955,Maria Lopez,2013-07-16,F,Makati,Davao National High,14
LRN-0956,Lisa Wong,2008-02-03,F,Taguig,Quezon Science High,15
LRN-0957,Antonio Villanueva,2006-07-09,M,Davao City,Mabini Academy,8
LRN-0958,Ana Mendoza,2014-10-30,M,Quezon City,Quezon Science High,18
LRN-0959,Antonio Villanueva,2015-02-27,F,Makati,Rizal Elementary School,5
LRN-0960,Maria Wong,2005-10-15,F,Cebu City,Bonifacio High School,9
LRN-0961,Antonio Mendoza,2013-06-11,F,Cebu City,Quezon Science High,8
LRN-0962,Maria Mendoza,2007-06-17,F,Pasig,Davao National High,9
LRN-0963,Lisa Mendoza,2006-12-08,F,Makati,Mabini Academy,14
LRN-0964,Ana Aquino,2007-01-27,M,Pasig,Mabini Academy,6
LRN-0965,Ana Reyes,2014-05-08,M,Taguig,Mabini Academy,17
LRN-0966,Maria Aquino,2010-03-04,F,Pasig,Davao National High,16
LRN-0967,Antonio Mendoza,2007-08-23,F,Quezon City,Bonifacio High School,8
LRN-0968,Pedro Santos,2008-06-16,M,Davao City,Davao National High,16
LRN-0969,Jose Lopez,2005-04-02,F,Pasig,Quezon Science High,9
LRN-0970,Pedro Garcia,2006-05-21,F,Davao City,Davao National High,10
LRN-0971,Ana Villanueva,2010-12-18,F,Pasig,Mabini Academy,14
LRN-0972,Carlos Bautista,2015-09-01,M,Taguig,Bonifacio High School,16
LRN-0973,Elena Villanueva,2011-04-25,M,Pasig,Bonifacio High School,11
LRN-0974,Maria Bautista,2006-11-21,M,Makati,Bonifacio High School,5
LRN-0975,Maria Mendoza,2014-12-08,M,Pasig,Bonifacio High School,5
LRN-0976,Juan Villanueva,2010-09-19,M,Davao City,Rizal Elementary School,8
LRN-0977,Juan Bautista,2014-11-27,F,Davao City,Cebu Central School,10
LRN-0978,Elena Garcia,2006-09-14,F,Pasig,Mabini Academy,16
LRN-0979,Elena Dela Cruz,2012-01-10,M,Manila,Cebu Central School,12
LRN-0980,Antonio Aquino,2006-01-04,M,Taguig,Davao National High,10
LRN-0981,Juan Villanueva,2013-08-09,F,Quezon City,Bonifacio High School,12
LRN-0982,carlos villanueva,20/06/2014,Unknown,Pasig,Quezon Science High,7
LRN-0983,Juan Aquino,2006-03-08,M,Quezon City,Rizal Elementary School,5
LRN-0984,Rosa Villanueva,2011-08-23,F,Manila,Quezon Science High,13
LRN-0985,Pedro Wong,2006-11-12,M,Manila,Quezon Science High,12
LRN-0986,Lisa Bautista,2009-02-15,M,Davao City,Mabini Academy,12
LRN-0987,Rosa Garcia,2009-01-31,F,Makati,Mabini Academy,5
LRN-0988,Elena Garcia,2014-12-07,M,Manila,Cebu Central School,12
LRN-0449,Lisa Garcia,2011-07-29,M,Makati,Quezon Science High,5
LRN-0990,Elena Lopez,2007-01-22,M,Makati,Quezon Science High,10
LRN-0991,Juan Mendoza,2009-04-13,F,Pasig,Quezon Science High,16
LRN-0992,Antonio Dela Cruz,2005-06-20,M,Taguig,Davao National High,16
LRN-0993,Ana Reyes,2013-03-09,M,Pasig,Mabini Academy,5
LRN-0994,Rosa Santos,2006-06-28,M,Davao City,Bonifacio High School,17
LRN-0995,Rosa Wong,2015-12-10,F,Cebu City,Davao National High,9
LRN-0996,lisa garcia,21/12/2008,M,Taguig,Davao National High,5
LRN-0997,Elena Mendoza,2009-12-05,M,Davao City,Mabini Academy,7
LRN-0998,Juan Aquino,2008-04-24,F,Taguig,Davao National High,9
LRN-0999,carlos dela cruz,18/02/2007,Unknown,Cebu City,Davao National High,13
LRN-1000,Elena Garcia,2010-08-07,F,Quezon City,Davao National High,7
LRN-1001,Antonio Santos,2009-12-14,M,Cebu City,Mabini Academy,13
LRN-1002,Juan Aquino,2007-04-13,M,Makati,Rizal Elementary School,10
LRN-1003,Carlos Villanueva,2015-02-12,F,Makati,Cebu Central School,12
LRN-1004,Pedro Villanueva,2005-06-26,M,Makati,Bonifacio High School,10
LRN-1005,Rosa Santos,2015-04-08,M,Makati,Rizal Elementary School,12
LRN-1006,Antonio Reyes,2009-02-18,F,Cebu City,Cebu Central School,18
LRN-1007,Carlos Dela Cruz,2010-05-20,F,Manila,Bonifacio High School,5
LRN-1008,Maria Garcia,2007-01-16,M,Manila,Bonifacio High School,6
LRN-1009,rosa bautista,17/10/2013,M,Quezon City,Cebu Central School,9
LRN-1010,maria mendoza,20/01/2007,X,Pasig,Bonifacio High School,10
LRN-1011,Lisa Reyes,2011-07-10,M,Davao City,Bonifacio High School,18
LRN-1012,Antonio Villanueva,2010-07-21,F,Quezon City,Cebu Central School,10
LRN-1013,Lisa Aquino,2005-10-12,M,Pasig,Bonifacio High School,5
LRN-1014,maria mendoza,23/06/2006,X,Taguig,Cebu Central School,11
LRN-1015,Carlos Dela Cruz,2011-05-18,M,Cebu City,Mabini Academy,10
LRN-1016,Maria Lopez,2010-05-14,F,Cebu City,Mabini Academy,7
LRN-1017,Elena Aquino,2006-01-02,M,Makati,Rizal Elementary School,15
LRN-1018,Lisa Bautista,2013-07-29,M,Taguig,Bonifacio High School,12
LRN-1019,Elena Villanueva,2013-04-12,F,Makati,Davao National High,16
LRN-1020,Pedro Wong,2007-06-01,F,Quezon City,Rizal Elementary School,5
LRN-1021,Maria Reyes,2015-11-21,M,Pasig,Cebu Central School,7
LRN-1022,Maria Wong,2007-03-17,M,Makati,Davao National High,8
LRN-1023,Elena Dela Cruz,2005-04-30,F,Cebu City,Quezon Science High,11
LRN-1024,Carlos Santos,2015-08-19,M,Davao City,Mabini Academy,12
LRN-1025,Jose Bautista,2005-10-02,F,Manila,Mabini Academy,6
LRN-1026,Elena Santos,2009-07-14,M,Makati,Quezon Science High,9
LRN-1027,Juan Dela Cruz,2005-07-23,M,Makati,Davao National High,14
LRN-1028,juan lopez,11/02/2014,f,Taguig,Cebu Central School,17
LRN-1029,Elena Mendoza,2015-05-02,M,Manila,Davao National High,10
LRN-1030,Elena Garcia,2008-04-11,M,Cebu City,Bonifacio High School,13
LRN-1031,Jose Wong,2008-10-26,M,Quezon City,Cebu Central School,14
LRN-1032,Rosa Bautista,2012-02-28,M,Pasig,Mabini Academy,8
LRN-1033,Maria Reyes,2014-07-28,M,Makati,Bonifacio High School,9
LRN-1034,  jose lopez  ,Invalid Date,F,Nowhere,Mabini Academy,5
LRN-1035,Rosa Dela Cruz,2014-04-25,M,Manila,Quezon Science High,12
LRN-1036,Rosa Wong,2005-08-31,M,Davao City,Quezon Science High,17
LRN-1037,  juan mendoza  ,Invalid Date,f,Nowhere,Rizal Elementary School,17
LRN-1038,Lisa Wong,2008-11-22,M,Pasig,Mabini Academy,18
LRN-1039,Antonio Aquino,2014-01-18,F,Quezon City,Cebu Central School,11
LRN-1040,Pedro Santos,2011-09-25,F,Makati,Quezon Science High,13
LRN-1041,Elena Reyes,2010-10-04,M,Quezon City,Quezon Science High,18
LRN-1042,Maria Garcia,2006-11-03,M,Quezon City,Cebu Central School,15
LRN-1043,Jose Garcia,2006-02-14,F,Pasig,Quezon Science High,14
LRN-1044,maria garcia,28/03/2006,F,Davao City,Bonifacio High School,17
LRN-1045,Jose Bautista,2007-12-19,M,Manila,Rizal Elementary School,15
LRN-1046,Pedro Villanueva,2013-05-10,M,Makati,Quezon Science High,13
LRN-1047,Ana Garcia,2010-06-23,F,Taguig,Quezon Science High,16
LRN-1048,Maria Aquino,2012-11-26,M,Manila,Bonifacio High School,9
LRN-1049,Maria Mendoza,2011-06-28,F,Quezon City,Cebu Central School,15
